1.000000,0.999497,0.997987,0.995472,0.991955,0.987439,0.981929,0.975430,0.967949,0.959493,0.950071,0.939693,0.928368,0.916108,0.902927,0.888835,0.873849,0.857983,0.841254,0.823677,0.805270,0.786053,0.766044,0.745264,0.723734,0.701475,0.678509,0.654861,0.630553,0.605610,0.580057,0.553920,0.527225,0.500000,0.472271,0.444067,0.415415,0.386345,0.356886,0.327068,0.296920,0.266474,0.235759,0.204807,0.173648,0.142315,0.110838,0.079250,0.047582,0.015866,-0.015866,-0.047582,-0.079250,-0.110838,-0.142315,-0.173648,-0.204807,-0.235759,-0.266474,-0.296920,-0.327068,-0.356886,-0.386345,-0.415415,-0.444067,-0.472271,-0.500000,-0.527225,-0.553920,-0.580057,-0.605610,-0.630553,-0.654861,-0.678509,-0.701475,-0.723734,-0.745264,-0.766044,-0.786053,-0.805270,-0.823677,-0.841254,-0.857983,-0.873849,-0.888835,-0.902927,-0.916108,-0.928368,-0.939693,-0.950071,-0.959493,-0.967949,-0.975430,-0.981929,-0.987439,-0.991955,-0.995472,-0.997987,-0.999497,-1.000000
0.989950,0.996954,0.999356,0.999554,0.998345,0.995998,0.992605,0.988198,0.982792,0.976395,0.969016,0.960662,0.951341,0.941065,0.929841,0.917684,0.904603,0.890614,0.875729,0.859965,0.843337,0.825861,0.807556,0.788441,0.768534,0.747856,0.726427,0.704269,0.681406,0.657859,0.633652,0.608811,0.583360,0.557325,0.530732,0.503608,0.475981,0.447878,0.419329,0.390361,0.361004,0.331287,0.301241,0.270897,0.240284,0.209433,0.178377,0.147145,0.115771,0.084285,0.052718,0.021105,-0.010525,-0.042139,-0.073705,-0.105191,-0.136566,-0.167797,-0.198854,-0.229704,-0.260316,-0.290661,-0.320706,-0.350422,-0.379779,-0.408747,-0.437296,-0.465398,-0.493025,-0.520148,-0.546740,-0.572775,-0.598225,-0.623066,-0.647272,-0.670818,-0.693681,-0.715838,-0.737266,-0.757943,-0.777850,-0.796964,-0.815268,-0.832743,-0.849370,-0.865134,-0.880017,-0.894006,-0.907085,-0.919242,-0.930464,-0.940740,-0.950060,-0.958413,-0.965791,-0.972188,-0.977595,-0.982009,-0.985423,-0.987836
0.980001,0.984503,0.992275,0.997270,0.999603,1.000023,0.999015,0.996823,0.993555,0.989260,0.983959,0.977666,0.970389,0.962137,0.952918,0.942743,0.931621,0.919565,0.906586,0.892698,0.877915,0.862252,0.845726,0.828352,0.810149,0.791135,0.771329,0.750753,0.729426,0.707370,0.684608,0.661162,0.637058,0.612318,0.586969,0.561036,0.534545,0.507523,0.479997,0.451996,0.423548,0.394682,0.365427,0.335812,0.305869,0.275626,0.245115,0.214366,0.183412,0.152282,0.121009,0.089625,0.058161,0.026649,-0.004879,-0.036390,-0.067854,-0.099238,-0.130511,-0.161640,-0.192594,-0.223342,-0.253853,-0.284095,-0.314038,-0.343652,-0.372907,-0.401772,-0.430219,-0.458219,-0.485743,-0.512764,-0.539254,-0.565186,-0.590535,-0.615273,-0.639376,-0.662820,-0.685581,-0.707635,-0.728961,-0.749536,-0.769340,-0.788352,-0.806554,-0.823926,-0.840451,-0.856112,-0.870893,-0.884779,-0.897756,-0.909810,-0.920930,-0.931103,-0.940320,-0.948571,-0.955847,-0.962141,-0.967446,-0.971757
0.970152,0.975489,0.979248,0.986675,0.993437,0.997952,1.000281,1.000848,1.000002,0.997952,0.994808,0.990626,0.985432,0.979242,0.972068,0.963917,0.954800,0.944727,0.933707,0.921752,0.908875,0.895088,0.880407,0.864846,0.848421,0.831149,0.813047,0.794135,0.774431,0.753956,0.732731,0.710777,0.688116,0.664772,0.640770,0.616132,0.590884,0.565053,0.538663,0.511743,0.484319,0.456420,0.428074,0.399310,0.370156,0.340644,0.310802,0.280661,0.250252,0.219605,0.188753,0.157725,0.126554,0.095272,0.063910,0.032500,0.001074,-0.030336,-0.061697,-0.092979,-0.124150,-0.155177,-0.186029,-0.216675,-0.247083,-0.277223,-0.307064,-0.336576,-0.365728,-0.394491,-0.422836,-0.450734,-0.478156,-0.505075,-0.531462,-0.557292,-0.582538,-0.607174,-0.631175,-0.654516,-0.677175,-0.699127,-0.720350,-0.740823,-0.760524,-0.779434,-0.797533,-0.814803,-0.831225,-0.846784,-0.861462,-0.875246,-0.888120,-0.900072,-0.911089,-0.921160,-0.930275,-0.938423,-0.945596,-0.951788
0.960401,0.965462,0.971302,0.974599,0.980940,0.988378,0.994665,0.998968,1.001320,1.002009,1.001304,0.999388,0.996366,0.992296,0.987210,0.981124,0.974052,0.966004,0.956989,0.947017,0.936098,0.924245,0.911470,0.897785,0.883205,0.867746,0.851422,0.834252,0.816252,0.797441,0.777839,0.757466,0.736342,0.714489,0.691930,0.668689,0.644787,0.620251,0.595105,0.569376,0.543088,0.516270,0.488948,0.461150,0.432906,0.404244,0.375192,0.345781,0.316041,0.286002,0.255695,0.225150,0.194399,0.163474,0.132405,0.101225,0.069965,0.038657,0.007333,-0.023975,-0.055234,-0.086414,-0.117483,-0.148408,-0.179158,-0.209701,-0.240007,-0.270045,-0.299784,-0.329194,-0.358244,-0.386905,-0.415147,-0.442943,-0.470262,-0.497079,-0.523364,-0.549092,-0.574235,-0.598769,-0.622667,-0.645907,-0.668463,-0.690312,-0.711433,-0.731803,-0.751402,-0.770210,-0.788206,-0.805373,-0.821693,-0.837149,-0.851726,-0.865407,-0.878179,-0.890028,-0.900943,-0.910911,-0.919923,-0.927969
0.950749,0.955905,0.960806,0.967248,0.970648,0.975710,0.982808,0.990095,0.996111,1.000306,1.002696,1.003495,1.002921,1.001132,0.998230,0.994272,0.989292,0.983312,0.976343,0.968397,0.959483,0.949613,0.938796,0.927045,0.914371,0.900787,0.886309,0.870951,0.854729,0.837660,0.819762,0.801053,0.781553,0.761281,0.740259,0.718508,0.696051,0.672911,0.649111,0.624677,0.599633,0.574005,0.547819,0.521102,0.493882,0.466187,0.438044,0.409483,0.380534,0.351225,0.321587,0.291649,0.261444,0.231001,0.200353,0.169529,0.138562,0.107484,0.076326,0.045120,0.013898,-0.017308,-0.048465,-0.079543,-0.110509,-0.141332,-0.171980,-0.202422,-0.232626,-0.262561,-0.292198,-0.321505,-0.350453,-0.379012,-0.407152,-0.434845,-0.462063,-0.488777,-0.514960,-0.540585,-0.565626,-0.590058,-0.613854,-0.636991,-0.659444,-0.681191,-0.702210,-0.722478,-0.741974,-0.760679,-0.778573,-0.795638,-0.811856,-0.827209,-0.841683,-0.855262,-0.867931,-0.879678,-0.890490,-0.900356
0.941194,0.946322,0.951621,0.956209,0.963116,0.967198,0.971323,0.977435,0.984822,0.991970,0.997819,1.001960,1.004400,1.005302,1.004850,1.003184,1.000399,0.996553,0.991681,0.985805,0.978939,0.971095,0.962284,0.952515,0.941800,0.930150,0.917578,0.904096,0.889720,0.874463,0.858343,0.841376,0.823579,0.804972,0.785573,0.765403,0.744482,0.722833,0.700478,0.677439,0.653741,0.629409,0.604466,0.578940,0.552856,0.526241,0.499123,0.471529,0.443488,0.415029,0.386181,0.356974,0.327438,0.297603,0.267499,0.237159,0.206612,0.175890,0.145025,0.114049,0.082993,0.051889,0.020769,-0.010334,-0.041390,-0.072366,-0.103230,-0.133951,-0.164496,-0.194836,-0.224938,-0.254771,-0.284306,-0.313511,-0.342356,-0.370813,-0.398851,-0.426442,-0.453557,-0.480169,-0.506250,-0.531773,-0.556711,-0.581040,-0.604734,-0.627769,-0.650120,-0.671765,-0.692681,-0.712846,-0.732240,-0.750843,-0.768634,-0.785597,-0.801712,-0.816963,-0.831334,-0.844810,-0.857377,-0.869022
0.931735,0.936876,0.942019,0.947571,0.951776,0.958791,0.963905,0.967765,0.972770,0.979510,0.987023,0.994064,0.999807,1.003928,1.006424,1.007426,1.007091,1.005544,1.002874,0.999139,0.994375,0.988603,0.981841,0.974100,0.965390,0.955724,0.945110,0.933562,0.921091,0.907711,0.893436,0.878281,0.862262,0.845397,0.827702,0.809196,0.789899,0.769830,0.749011,0.727464,0.705210,0.682273,0.658677,0.634446,0.609606,0.584181,0.558199,0.531686,0.504669,0.477177,0.449238,0.420881,0.392135,0.363030,0.333596,0.303862,0.273861,0.243622,0.213177,0.182557,0.151794,0.120920,0.089966,0.058964,0.027946,-0.003055,-0.034009,-0.064883,-0.095645,-0.126263,-0.156707,-0.186944,-0.216944,-0.246675,-0.276107,-0.305210,-0.333954,-0.362308,-0.390244,-0.417732,-0.444745,-0.471255,-0.497233,-0.522654,-0.547490,-0.571717,-0.595308,-0.618241,-0.640489,-0.662032,-0.682845,-0.702908,-0.722200,-0.740700,-0.758389,-0.775249,-0.791262,-0.806411,-0.820679,-0.834053
0.922371,0.927512,0.932720,0.937817,0.943734,0.947641,0.954323,0.960444,0.964745,0.969004,0.974729,0.981871,0.989445,0.996408,1.002086,1.006208,1.008765,1.009865,1.009643,1.008212,1.005656,1.002031,0.997374,0.991708,0.985049,0.977410,0.968803,0.959238,0.948726,0.937279,0.924910,0.911632,0.897458,0.882405,0.866488,0.849724,0.832131,0.813726,0.794531,0.774564,0.753847,0.732401,0.710249,0.687414,0.663919,0.639790,0.615051,0.589728,0.563848,0.537437,0.510522,0.483132,0.455295,0.427039,0.398395,0.369392,0.340059,0.310428,0.280528,0.250391,0.220048,0.189530,0.158870,0.128097,0.097245,0.066345,0.035430,0.004530,-0.026322,-0.057093,-0.087753,-0.118269,-0.148611,-0.178746,-0.208644,-0.238273,-0.267603,-0.296604,-0.325245,-0.353497,-0.381330,-0.408717,-0.435627,-0.462035,-0.487911,-0.513229,-0.537963,-0.562087,-0.585577,-0.608406,-0.630553,-0.651993,-0.672704,-0.692665,-0.711854,-0.730252,-0.747838,-0.764596,-0.780506,-0.795552
0.913101,0.918247,0.923436,0.928743,0.933704,0.940041,0.943901,0.949896,0.956651,0.961851,0.966004,0.970800,0.977084,0.984500,0.992111,0.999020,1.004660,1.008798,1.011420,1.012617,1.012505,1.011188,1.008745,1.005230,1.000679,0.995118,0.988563,0.981027,0.972521,0.963058,0.952648,0.941303,0.929035,0.915859,0.901787,0.886835,0.871020,0.854357,0.836865,0.818563,0.799469,0.779604,0.758988,0.737644,0.715594,0.692860,0.669468,0.645440,0.620803,0.595582,0.569803,0.543494,0.516681,0.489392,0.461657,0.433504,0.404961,0.376060,0.346829,0.317299,0.287502,0.257467,0.227226,0.196810,0.166251,0.135581,0.104830,0.074033,0.043219,0.012421,-0.018328,-0.048998,-0.079555,-0.109970,-0.140209,-0.170242,-0.200038,-0.229565,-0.258792,-0.287691,-0.316230,-0.344380,-0.372111,-0.399395,-0.426203,-0.452508,-0.478282,-0.503498,-0.528130,-0.552152,-0.575539,-0.598266,-0.620310,-0.641648,-0.662257,-0.682115,-0.701202,-0.719497,-0.736981,-0.753636
0.903924,0.909075,0.914276,0.919498,0.924960,0.929697,0.936395,0.940557,0.945756,0.952578,0.958736,0.963412,0.967739,0.973061,0.979783,0.987399,0.995035,1.001909,1.007532,1.011698,1.014388,1.015680,1.015676,1.014472,1.012140,1.008734,1.004290,0.998834,0.992382,0.984949,0.976546,0.967185,0.956876,0.945633,0.933467,0.920392,0.906421,0.891571,0.875858,0.859297,0.841907,0.823706,0.804713,0.784950,0.764436,0.743194,0.721245,0.698613,0.675322,0.651396,0.626861,0.601741,0.576064,0.549857,0.523146,0.495959,0.468326,0.440274,0.411833,0.383034,0.353905,0.324477,0.294781,0.264848,0.234709,0.204395,0.173938,0.143370,0.112722,0.082026,0.051314,0.020619,-0.010028,-0.040596,-0.071052,-0.101364,-0.131501,-0.161432,-0.191125,-0.220550,-0.249676,-0.278472,-0.306909,-0.334956,-0.362585,-0.389767,-0.416473,-0.442676,-0.468347,-0.493461,-0.517991,-0.541910,-0.565195,-0.587820,-0.609761,-0.630997,-0.651503,-0.671259,-0.690243,-0.708436
0.894839,0.899995,0.905198,0.910462,0.915685,0.921378,0.925848,0.932716,0.937502,0.942091,0.948458,0.955248,0.960812,0.965289,0.969930,0.975729,0.982800,0.990570,0.998227,1.005083,1.010705,1.014906,1.017668,1.019055,1.019157,1.018063,1.015842,1.012544,1.008207,1.002856,0.996508,0.989177,0.980876,0.971617,0.961411,0.950269,0.938204,0.925231,0.911362,0.896614,0.881001,0.864542,0.847254,0.829154,0.810264,0.790602,0.770190,0.749049,0.727202,0.704672,0.681483,0.657658,0.633225,0.608207,0.582632,0.556526,0.529916,0.502832,0.475300,0.447350,0.419012,0.390314,0.361287,0.331961,0.302367,0.272536,0.242499,0.212287,0.181932,0.151465,0.120919,0.090326,0.059716,0.029123,-0.001423,-0.031888,-0.062242,-0.092452,-0.122487,-0.152316,-0.181907,-0.211230,-0.240253,-0.268947,-0.297282,-0.325227,-0.352754,-0.379833,-0.406437,-0.432537,-0.458107,-0.483118,-0.507545,-0.531362,-0.554545,-0.577067,-0.598906,-0.620039,-0.640443,-0.660097
0.885846,0.891007,0.896217,0.901470,0.906812,0.911987,0.917982,0.922229,0.928985,0.934562,0.938955,0.944592,0.951474,0.957908,0.963050,0.967541,0.972547,0.978765,0.986123,0.994016,1.001696,1.008546,1.014178,1.018424,1.021259,1.022739,1.022947,1.021962,1.019850,1.016661,1.012430,1.007184,1.000939,0.993711,0.985513,0.976356,0.966251,0.955211,0.943248,0.930376,0.916609,0.901962,0.886451,0.870094,0.852907,0.834909,0.816120,0.796560,0.776249,0.755210,0.733465,0.711037,0.687949,0.664227,0.639895,0.614979,0.589505,0.563501,0.536993,0.510011,0.482581,0.454733,0.426496,0.397900,0.368975,0.339751,0.310259,0.280530,0.250594,0.220485,0.190231,0.159867,0.129423,0.098931,0.068424,0.037932,0.007489,-0.022874,-0.053126,-0.083234,-0.113167,-0.142893,-0.172382,-0.201603,-0.230524,-0.259116,-0.287348,-0.315191,-0.342616,-0.369593,-0.396095,-0.422093,-0.447560,-0.472469,-0.496794,-0.520509,-0.543588,-0.566009,-0.587746,-0.608776
0.876943,0.882110,0.887325,0.892590,0.897886,0.903336,0.908397,0.914731,0.918906,0.925263,0.931563,0.936245,0.941216,0.947678,0.954621,0.960648,0.965547,0.970181,0.975560,0.982148,0.989744,0.997742,1.005448,1.012302,1.017955,1.022249,1.025159,1.026734,1.027045,1.026168,1.024165,1.021084,1.016959,1.011817,1.005676,0.998552,0.990456,0.981400,0.971397,0.960459,0.948598,0.935827,0.922162,0.907617,0.892207,0.875951,0.858866,0.840970,0.822283,0.802824,0.782615,0.761678,0.740034,0.717708,0.694722,0.671101,0.646871,0.622057,0.596685,0.570782,0.544377,0.517496,0.490167,0.462421,0.434286,0.405792,0.376969,0.347847,0.318457,0.288830,0.258996,0.228988,0.198837,0.168575,0.138233,0.107843,0.077437,0.047048,0.016707,-0.013554,-0.043704,-0.073710,-0.103541,-0.133165,-0.162552,-0.191670,-0.220489,-0.248979,-0.277109,-0.304850,-0.332172,-0.359047,-0.385447,-0.411342,-0.436707,-0.461514,-0.485736,-0.509349,-0.532326,-0.554644
0.868130,0.873303,0.878525,0.883793,0.889117,0.894439,0.900044,0.904930,0.911569,0.915906,0.921677,0.928407,0.933744,0.938408,0.944179,0.951104,0.957874,0.963553,0.968356,0.973207,0.978948,0.985860,0.993662,1.001751,1.009485,1.016353,1.022034,1.026382,1.029369,1.031037,1.031452,1.030682,1.028787,1.025813,1.021795,1.016757,1.010720,1.003698,0.995704,0.986751,0.976850,0.966013,0.954253,0.941585,0.928021,0.913577,0.898270,0.882115,0.865132,0.847337,0.828751,0.809395,0.789287,0.768452,0.746910,0.724685,0.701800,0.678281,0.654153,0.629440,0.604170,0.578370,0.552066,0.525287,0.498060,0.470416,0.442383,0.413991,0.385269,0.356249,0.326961,0.297435,0.267704,0.237798,0.207749,0.177588,0.147348,0.117061,0.086757,0.056470,0.026231,-0.003928,-0.033976,-0.063880,-0.093608,-0.123131,-0.152415,-0.181431,-0.210148,-0.238536,-0.266564,-0.294202,-0.321422,-0.348195,-0.374492,-0.400286,-0.425548,-0.450252,-0.474372,-0.497883
0.859405,0.864585,0.869813,0.875089,0.880409,0.885801,0.891120,0.896937,0.901617,0.908439,0.913194,0.918374,0.925120,0.931219,0.936060,0.941205,0.947656,0.954752,0.961263,0.966687,0.971501,0.976610,0.982693,0.989894,0.997873,1.006046,1.013813,1.020701,1.026417,1.030822,1.033888,1.035649,1.036167,1.035503,1.033716,1.030848,1.026936,1.022003,1.016069,1.009150,1.001259,0.992407,0.982608,0.971873,0.960215,0.947648,0.934186,0.919844,0.904638,0.888585,0.871703,0.854010,0.835526,0.816271,0.796265,0.775531,0.754091,0.731968,0.709185,0.685768,0.661741,0.637130,0.611962,0.586263,0.560061,0.533384,0.506259,0.478717,0.450785,0.422495,0.393876,0.364957,0.335771,0.306348,0.276718,0.246914,0.216967,0.186908,0.156770,0.126585,0.096383,0.066198,0.036061,0.006004,-0.023942,-0.053743,-0.083370,-0.112790,-0.141973,-0.170886,-0.199501,-0.227786,-0.255712,-0.283248,-0.310366,-0.337037,-0.363232,-0.388923,-0.414083,-0.438685
0.850768,0.855955,0.861190,0.866473,0.871804,0.877172,0.882648,0.887921,0.894004,0.898506,0.905311,0.910676,0.915464,0.921841,0.928520,0.933941,0.938810,0.944587,0.951505,0.958583,0.964830,0.970091,0.974994,0.980380,0.986783,0.994241,1.002379,1.010630,1.018432,1.025348,1.031104,1.035570,1.038716,1.040570,1.041189,1.040631,1.038951,1.036190,1.032383,1.027555,1.021724,1.014908,1.007119,0.998370,0.988672,0.978039,0.966483,0.954017,0.940657,0.926416,0.911312,0.895361,0.878581,0.860989,0.842607,0.823453,0.803550,0.782917,0.761579,0.739557,0.716876,0.693561,0.669636,0.645127,0.620060,0.594463,0.568363,0.541787,0.514764,0.487324,0.459494,0.431306,0.402788,0.373972,0.344887,0.315566,0.286038,0.256336,0.226491,0.196534,0.166498,0.136414,0.106315,0.076232,0.046197,0.016242,-0.013601,-0.043301,-0.072825,-0.102143,-0.131224,-0.160035,-0.188548,-0.216731,-0.244554,-0.271989,-0.299004,-0.325573,-0.351665,-0.377254
0.842217,0.847413,0.852655,0.857945,0.863281,0.868670,0.874077,0.879666,0.884842,0.891218,0.895645,0.902205,0.908229,0.912967,0.918765,0.925638,0.931795,0.936859,0.942085,0.948455,0.955642,0.962598,0.968612,0.973792,0.978838,0.984506,0.991208,0.998898,1.007180,1.015505,1.023345,1.030294,1.036096,1.040625,1.043851,1.045799,1.046519,1.046067,1.044492,1.041838,1.038136,1.033412,1.027686,1.020972,1.013286,1.004639,0.995043,0.984511,0.973057,0.960693,0.947434,0.933295,0.918293,0.902443,0.885764,0.868275,0.849994,0.830942,0.811140,0.790609,0.769372,0.747452,0.724873,0.701659,0.677836,0.653429,0.628464,0.602969,0.576970,0.550496,0.523575,0.496237,0.468509,0.440422,0.412006,0.383292,0.354310,0.325090,0.295664,0.266064,0.236321,0.206466,0.176532,0.146551,0.116553,0.086572,0.056639,0.026786,-0.002955,-0.032552,-0.061975,-0.091191,-0.120169,-0.148878,-0.177289,-0.205370,-0.233091,-0.260423,-0.287336,-0.313802
0.833753,0.838956,0.844207,0.849504,0.854849,0.860239,0.865690,0.871119,0.876860,0.881893,0.888539,0.893062,0.899190,0.905745,0.910804,0.916065,0.922708,0.929459,0.935098,0.940150,0.945875,0.952720,0.960022,0.966810,0.972640,0.977808,0.983032,0.988980,0.995961,1.003862,1.012275,1.020672,1.028554,1.035541,1.041392,1.045987,1.049295,1.051337,1.052157,1.051809,1.050341,1.047792,1.044196,1.039576,1.033953,1.027342,1.019758,1.011213,1.001720,0.991290,0.979937,0.967675,0.954517,0.940480,0.925579,0.909831,0.893254,0.875866,0.857687,0.838737,0.819036,0.798607,0.777472,0.755654,0.733176,0.710064,0.686342,0.662037,0.637174,0.611780,0.585884,0.559512,0.532693,0.505456,0.477830,0.449845,0.421531,0.392919,0.364038,0.334920,0.305596,0.276098,0.246457,0.216704,0.186872,0.156993,0.127097,0.097218,0.067387,0.037636,0.007998,-0.021498,-0.050818,-0.079932,-0.108808,-0.137415,-0.165723,-0.193702,-0.221321,-0.248551
0.825374,0.830586,0.835844,0.841150,0.846502,0.851903,0.857344,0.862867,0.868291,0.874231,0.879096,0.885924,0.890748,0.896368,0.903178,0.908821,0.913817,0.919943,0.926923,0.933275,0.938602,0.943890,0.950132,0.957319,0.964628,0.971240,0.976938,0.982147,0.987573,0.993796,1.001035,1.009131,1.017666,1.026133,1.034060,1.041089,1.046993,1.051657,1.055047,1.057182,1.058103,1.057859,1.056496,1.054053,1.050561,1.046046,1.040526,1.034019,1.026537,1.018094,1.008702,0.998374,0.987123,0.974963,0.961907,0.947971,0.933172,0.917525,0.901050,0.883764,0.865686,0.846837,0.827239,0.806911,0.785878,0.764161,0.741785,0.718775,0.695155,0.670951,0.646190,0.620898,0.595103,0.568833,0.542116,0.514981,0.487457,0.459574,0.431362,0.402851,0.374072,0.345057,0.315835,0.286439,0.256899,0.227249,0.197519,0.167741,0.137948,0.108171,0.078442,0.048793,0.019256,-0.010137,-0.039355,-0.068367,-0.097141,-0.125646,-0.153852,-0.181728
0.817078,0.822300,0.827567,0.832881,0.838242,0.843649,0.849106,0.854594,0.860205,0.865588,0.871769,0.876486,0.883347,0.888653,0.893839,0.900565,0.906852,0.911970,0.917543,0.924332,0.931239,0.937174,0.942428,0.948093,0.954800,0.962209,0.969459,0.975906,0.981523,0.986815,0.992457,0.998946,1.006428,1.014703,1.023354,1.031889,1.039864,1.046940,1.052899,1.057633,1.061106,1.063335,1.064356,1.064216,1.062958,1.060620,1.057233,1.052822,1.047406,1.041001,1.033622,1.025281,1.015991,1.005765,0.994615,0.982556,0.969602,0.955768,0.941071,0.925526,0.909152,0.891967,0.873991,0.855244,0.835747,0.815521,0.794589,0.772975,0.750701,0.727792,0.704274,0.680172,0.655512,0.630322,0.604629,0.578461,0.551845,0.524812,0.497390,0.469609,0.441499,0.413090,0.384413,0.355499,0.326379,0.297085,0.267648,0.238099,0.208471,0.178795,0.149104,0.119429,0.089802,0.060255,0.030821,0.001530,-0.027586,-0.056496,-0.085168,-0.113571
0.808867,0.814097,0.819374,0.824697,0.830067,0.835483,0.840945,0.846461,0.851985,0.857711,0.863011,0.869454,0.874100,0.880809,0.886690,0.891662,0.898018,0.904786,0.910371,0.915610,0.921912,0.929008,0.935626,0.941265,0.946642,0.952740,0.959833,0.967367,0.974520,0.980825,0.986407,0.991814,0.997680,1.004427,1.012135,1.020578,1.029338,1.037942,1.045967,1.053092,1.059110,1.063915,1.067473,1.069795,1.070916,1.070879,1.069726,1.067493,1.064211,1.059904,1.054591,1.048289,1.041012,1.032774,1.023586,1.013461,1.002414,0.990456,0.977604,0.963871,0.949275,0.933832,0.917560,0.900477,0.882603,0.863957,0.844562,0.824438,0.803607,0.782094,0.759922,0.737115,0.713699,0.689698,0.665141,0.640052,0.614461,0.588394,0.561881,0.534949,0.507629,0.479950,0.451941,0.423634,0.395060,0.366248,0.337230,0.308037,0.278702,0.249255,0.219729,0.190156,0.160566,0.130993,0.101469,0.072024,0.042691,0.013502,-0.015511,-0.044319
0.800737,0.805978,0.811264,0.816597,0.821976,0.827401,0.832873,0.838388,0.843970,0.849513,0.855389,0.860568,0.867256,0.871963,0.878348,0.884769,0.889831,0.895686,0.902612,0.908827,0.914105,0.919869,0.926749,0.933848,0.940129,0.945635,0.951272,0.957802,0.965195,0.972779,0.979820,0.986014,0.991598,0.997145,1.003239,1.010233,1.018155,1.026755,1.035619,1.044292,1.052370,1.059547,1.065627,1.070505,1.074147,1.076563,1.077783,1.077849,1.076801,1.074673,1.071495,1.067292,1.062083,1.055884,1.048709,1.040573,1.031487,1.021464,1.010518,0.998662,0.985911,0.972281,0.957786,0.942445,0.926274,0.909293,0.891520,0.872976,0.853682,0.833660,0.812931,0.791520,0.769449,0.746744,0.723429,0.699531,0.675075,0.650089,0.624599,0.598634,0.572222,0.545393,0.518174,0.490597,0.462690,0.434485,0.406012,0.377302,0.348386,0.319296,0.290063,0.260718,0.231294,0.201822,0.172335,0.142864,0.113441,0.084099,0.054868,0.025781
0.792690,0.797941,0.803237,0.808580,0.813968,0.819403,0.824883,0.830412,0.835977,0.841635,0.847173,0.853236,0.858275,0.865142,0.870077,0.876036,0.882823,0.888264,0.893692,0.900424,0.907192,0.912872,0.918304,0.924696,0.931901,0.938816,0.944816,0.950345,0.956321,0.963246,0.970859,0.978442,0.985369,0.991482,0.997103,1.002807,1.009130,1.016361,1.024485,1.033234,1.042199,1.050940,1.059073,1.066305,1.072448,1.077401,1.081129,1.083638,1.084958,1.085126,1.084182,1.082159,1.079085,1.074986,1.069880,1.063784,1.056712,1.048677,1.039693,1.029773,1.018928,1.007174,0.994525,0.980996,0.966603,0.951363,0.935294,0.918414,0.900743,0.882301,0.863109,0.843188,0.822562,0.801252,0.779283,0.756679,0.733466,0.709670,0.685316,0.660431,0.635043,0.609180,0.582870,0.556142,0.529025,0.501550,0.473745,0.445642,0.417271,0.388663,0.359849,0.330861,0.301729,0.272486,0.243164,0.213795,0.184410,0.155041,0.125720,0.096480
